Grid ID,Topological Type,tb,r,X,O,Orientation Reversal,Legendrian Mirror,Orientation Reversal + Legendrian Mirror
G2448,15n41131,-13,0,"(0, 2, 1, 9, 8, 5, 7, 6, 4, 3)","(4, 8, 7, 6, 3, 0, 2, 1, 9, 5)",G2445,G2445,G2448
G2449,15n41131,-13,2,"(0, 9, 8, 1, 7, 5, 4, 6, 3, 2)","(7, 5, 4, 6, 3, 0, 9, 2, 1, 8)",--,--,G2450
G2450,15n41131,-13,2,"(0, 9, 7, 6, 8, 5, 3, 2, 1, 4)","(8, 5, 3, 2, 4, 1, 0, 7, 6, 9)",--,--,G2449
G2451,m15n41131,3,0,"(0, 8, 9, 1, 2, 5, 3, 4, 6, 7)","(6, 2, 3, 4, 7, 0, 8, 9, 1, 5)",G2451,G2452,G2452
G2452,m15n41131,3,0,"(0, 1, 9, 2, 3, 5, 6, 4, 7, 8)","(5, 6, 4, 7, 0, 1, 2, 8, 9, 3)",G2452,G2451,G2451
G2453,15n40184,-10,-1,"(0, 2, 9, 6, 5, 7, 8, 4, 3, 1)","(4, 8, 3, 1, 0, 2, 6, 9, 7, 5)",--,--,G2454
G2454,15n40184,-10,-1,"(0, 1, 7, 5, 4, 6, 3, 2, 9, 8)","(3, 6, 2, 9, 8, 0, 7, 5, 4, 1)",--,--,G2453
G2455,15n40184,-10,1,"(0, 2, 1, 8, 5, 7, 6, 4, 3, 9)","(5, 7, 6, 4, 9, 3, 2, 0, 8, 1)",--,--,G2456
G2456,15n40184,-10,1,"(0, 9, 6, 8, 7, 5, 1, 2, 4, 3)","(7, 5, 2, 4, 3, 0, 6, 9, 1, 8)",--,--,G2455
G2457,m15n40184,0,-1,"(0, 8, 5, 9, 2, 3, 1, 4, 6, 7)","(3, 1, 0, 4, 6, 7, 5, 8, 9, 2)",--,--,G2458
G2458,m15n40184,0,-1,"(0, 1, 2, 9, 8, 3, 5, 6, 4, 7)","(3, 5, 6, 4, 0, 7, 9, 1, 8, 2)",--,--,G2457
G2459,m15n40184,0,1,"(0, 8, 9, 1, 6, 5, 2, 3, 4, 7)","(6, 3, 5, 7, 4, 0, 8, 9, 1, 2)",--,--,G2460
G2460,m15n40184,0,1,"(0, 1, 2, 9, 8, 3, 5, 6, 4, 7)","(3, 5, 8, 6, 4, 7, 0, 1, 9, 2)",--,--,G2459
G2461,15n47800,-10,-1,"(0, 8, 4, 7, 6, 5, 2, 9, 1, 3)","(5, 2, 9, 1, 0, 8, 7, 3, 4, 6)",--,--,G2462
G2462,15n47800,-10,-1,"(0, 9, 8, 6, 2, 5, 3, 1, 4, 7)","(5, 4, 1, 0, 7, 9, 8, 6, 2, 3)",--,--,G2461
G2463,15n47800,-10,1,"(0, 2, 1, 8, 5, 7, 6, 4, 3, 9)","(7, 9, 6, 4, 0, 3, 2, 1, 8, 5)",--,--,G2464
G2464,15n47800,-10,1,"(0, 9, 6, 8, 7, 5, 1, 2, 4, 3)","(7, 5, 1, 4, 2, 0, 3, 6, 9, 8)",--,--,G2463
G2465,m15n47800,0,-1,"(0, 1, 2, 9, 3, 5, 8, 6, 4, 7)","(3, 5, 6, 4, 7, 0, 1, 9, 8, 2)",--,--,G2466
G2466,m15n47800,0,-1,"(0, 1, 3, 7, 4, 6, 8, 5, 2, 9)","(5, 8, 9, 2, 0, 1, 3, 7, 6, 4)",--,--,G2465
G2467,m15n47800,0,1,"(0, 9, 3, 4, 6, 7, 5, 8, 1, 2)","(7, 5, 8, 1, 2, 3, 0, 4, 6, 9)",--,--,G2468
G2468,m15n47800,0,1,"(0, 3, 1, 2, 4, 8, 7, 5, 6, 9)","(4, 8, 5, 7, 9, 6, 3, 0, 1, 2)",--,--,G2467
G2479,15n52944,-10,-1,"(0, 9, 7, 5, 2, 4, 3, 1, 6, 8)","(4, 3, 1, 0, 6, 8, 7, 5, 9, 2)",--,--,G2479
G2480,15n52944,-10,1,"(0, 9, 6, 8, 7, 4, 1, 3, 2, 5)","(7, 4, 1, 3, 2, 0, 5, 9, 6, 8)",--,--,G2480
G2481,m15n52944,0,-1,"(0, 2, 7, 3, 6, 4, 5, 8, 1, 9)","(5, 8, 1, 9, 0, 7, 2, 3, 6, 4)",--,--,G2481
G2482,m15n52944,0,1,"(0, 2, 7, 5, 3, 4, 6, 8, 1, 9)","(6, 8, 4, 1, 9, 0, 2, 3, 7, 5)",--,--,G2482
G2502,16n765768,-13,0,"(0, 1, 8, 9, 6, 7, 5, 4, 2, 3)","(5, 7, 2, 4, 0, 3, 1, 8, 6, 9)",G2502,G2502,G2502
G2503,m16n765768,3,0,"(0, 9, 2, 1, 4, 3, 5, 6, 8, 7)","(5, 3, 8, 6, 0, 7, 9, 2, 4, 1)",G2503,G2503,G2503
G2504,15n124988,-15,0,"(0, 1, 9, 8, 6, 7, 5, 4, 2, 3)","(5, 7, 4, 2, 0, 3, 9, 1, 6, 8)",G2504,G2505,G2505
G2505,15n124988,-15,0,"(0, 6, 9, 7, 5, 2, 4, 1, 3, 8)","(4, 2, 3, 1, 0, 8, 9, 6, 7, 5)",G2505,G2504,G2504
G2506,m15n124988,5,0,"(0, 9, 1, 2, 4, 3, 5, 6, 8, 7)","(5, 3, 6, 8, 0, 7, 9, 2, 4, 1)",G2507,G2507,G2506
G2507,m15n124988,5,0,"(0, 9, 1, 2, 4, 3, 5, 6, 8, 7)","(5, 3, 6, 8, 0, 7, 1, 9, 4, 2)",G2506,G2506,G2507
G2509,m16n245347,-3,0,"(0, 8, 2, 9, 1, 3, 6, 4, 7, 5)","(6, 3, 7, 4, 5, 0, 2, 8, 1, 9)",G2510,G2512,G2511
G2510,m16n245347,-3,0,"(0, 7, 9, 2, 4, 1, 3, 5, 8, 6)","(5, 1, 3, 8, 0, 6, 7, 9, 4, 2)",G2509,G2511,G2512
G2511,m16n245347,-3,0,"(0, 4, 2, 5, 7, 9, 6, 8, 1, 3)","(5, 8, 6, 1, 3, 4, 0, 2, 7, 9)",G2512,G2510,G2509
G2512,m16n245347,-3,0,"(0, 5, 3, 6, 4, 7, 9, 1, 8, 2)","(4, 1, 9, 2, 8, 0, 5, 6, 3, 7)",G2511,G2509,G2510
G2513,16n245347,-7,0,"(0, 4, 2, 7, 5, 9, 8, 6, 1, 3)","(5, 8, 6, 3, 1, 4, 2, 0, 7, 9)",G2515,G2516,G2514
G2514,16n245347,-7,0,"(0, 3, 2, 7, 5, 9, 6, 8, 1, 4)","(5, 8, 6, 4, 1, 3, 0, 2, 7, 9)",G2516,G2515,G2513
G2515,16n245347,-7,0,"(0, 8, 6, 3, 5, 1, 4, 2, 9, 7)","(5, 4, 2, 7, 9, 6, 0, 8, 3, 1)",G2513,G2514,G2516
G2516,16n245347,-7,0,"(0, 6, 9, 7, 5, 2, 4, 1, 3, 8)","(5, 1, 4, 3, 8, 6, 0, 7, 9, 2)",G2514,G2513,G2515
G2517,m15n59005,-4,-1,"(0, 5, 7, 9, 6, 8, 1, 4, 2, 3)","(4, 1, 2, 3, 0, 5, 7, 9, 6, 8)",--,--,G2517
G2518,m15n59005,-4,1,"(0, 7, 3, 4, 5, 2, 6, 9, 1, 8)","(5, 2, 6, 9, 1, 8, 0, 3, 7, 4)",--,--,G2518
G2519,15n59005,-6,-1,"(0, 8, 1, 9, 6, 3, 5, 4, 7, 2)","(5, 4, 7, 2, 0, 8, 1, 9, 3, 6)",--,--,G2519
G2520,15n59005,-6,1,"(0, 3, 6, 8, 5, 7, 4, 9, 2, 1)","(5, 9, 2, 4, 1, 3, 0, 6, 8, 7)",--,--,G2520
G2521,15n52940,-17,-2,"(0, 9, 7, 6, 4, 5, 3, 2, 1, 8)","(5, 3, 1, 0, 8, 9, 7, 6, 4, 2)",--,--,G2521
G2522,15n52940,-17,0,"(0, 7, 6, 9, 5, 8, 4, 2, 3, 1)","(5, 4, 2, 3, 1, 0, 9, 7, 8, 6)",G2522,G2523,G2523
G2523,15n52940,-17,0,"(0, 9, 7, 8, 6, 4, 2, 1, 5, 3)","(5, 4, 2, 3, 1, 0, 9, 7, 8, 6)",G2523,G2522,G2522
G2524,15n52940,-17,2,"(0, 7, 6, 4, 5, 3, 2, 9, 1, 8)","(5, 3, 2, 9, 1, 0, 8, 7, 6, 4)",--,--,G2524
G2525,m15n52940,7,0,"(0, 1, 2, 4, 3, 5, 6, 7, 9, 8)","(5, 9, 6, 0, 7, 8, 1, 2, 4, 3)",G2526,G2526,G2525
G2526,m15n52940,7,0,"(0, 3, 4, 6, 5, 7, 1, 8, 2, 9)","(7, 8, 9, 1, 0, 2, 3, 4, 6, 5)",G2525,G2525,G2526
G2527,15n40214,-17,-2,"(0, 2, 9, 1, 8, 6, 7, 5, 4, 3)","(5, 7, 4, 3, 2, 0, 1, 9, 8, 6)",--,--,G2527
G2528,15n40214,-17,0,"(0, 2, 9, 8, 5, 7, 4, 3, 6, 1)","(5, 6, 4, 3, 1, 2, 0, 9, 8, 7)",G2528,G2529,G2529
G2529,15n40214,-17,0,"(0, 9, 7, 8, 6, 5, 3, 4, 2, 1)","(5, 3, 2, 4, 0, 9, 7, 1, 8, 6)",G2529,G2528,G2528
G2530,15n40214,-17,2,"(0, 9, 7, 8, 6, 5, 3, 2, 4, 1)","(6, 5, 3, 4, 2, 0, 1, 7, 9, 8)",--,--,G2530
G2531,m15n40214,7,0,"(0, 2, 4, 1, 3, 5, 7, 6, 8, 9)","(4, 5, 7, 6, 8, 9, 2, 0, 1, 3)",G2532,G2532,G2531
G2532,m15n40214,7,0,"(0, 8, 9, 1, 2, 3, 5, 4, 6, 7)","(5, 4, 6, 7, 8, 0, 2, 9, 1, 3)",G2531,G2531,G2532
G2533,m15n40214,7,0,"(0, 2, 1, 3, 5, 4, 8, 6, 7, 9)","(6, 8, 7, 9, 0, 2, 3, 1, 4, 5)",G2534,G2534,G2533
G2534,m15n40214,7,0,"(0, 2, 1, 3, 4, 6, 7, 5, 9, 8)","(4, 6, 5, 7, 8, 9, 2, 0, 1, 3)",G2533,G2533,G2534
G2548,15n52931,-17,0,"(0, 8, 7, 9, 6, 4, 2, 5, 1, 3)","(5, 4, 2, 3, 1, 0, 8, 9, 7, 6)",G2548,G2548,G2548
G2549,m15n56026,-4,-1,"(0, 2, 5, 6, 9, 7, 8, 4, 1, 3)","(4, 7, 8, 1, 3, 0, 2, 9, 5, 6)",--,--,G2549
G2550,m15n56026,-4,-1,"(0, 8, 6, 1, 2, 4, 5, 3, 9, 7)","(5, 3, 9, 7, 8, 0, 1, 6, 4, 2)",--,--,G2550
G2551,m15n56026,-4,1,"(0, 2, 9, 5, 6, 4, 7, 8, 1, 3)","(7, 8, 4, 1, 3, 0, 2, 5, 6, 9)",--,--,G2551
G2552,m15n56026,-4,1,"(0, 1, 3, 4, 9, 7, 5, 8, 6, 2)","(4, 5, 7, 8, 6, 2, 0, 3, 1, 9)",--,--,G2552
G2553,15n56026,-6,-1,"(0, 2, 4, 9, 8, 6, 5, 7, 1, 3)","(5, 7, 1, 3, 2, 0, 9, 4, 6, 8)",--,--,G2553
G2554,15n56026,-6,1,"(0, 8, 5, 4, 1, 3, 2, 6, 9, 7)","(6, 3, 2, 9, 7, 0, 8, 1, 5, 4)",--,--,G2554
G2555,m15n52931,7,0,"(0, 2, 4, 5, 7, 9, 6, 8, 1, 3)","(6, 8, 9, 0, 1, 3, 2, 4, 5, 7)",G2555,G2555,G2555
G2556,15n53218,-13,0,"(0, 2, 9, 8, 6, 7, 4, 5, 3, 1)","(4, 7, 5, 1, 0, 3, 9, 2, 8, 6)",G2559,G2558,G2557
G2557,15n53218,-13,0,"(0, 8, 9, 6, 7, 5, 4, 2, 1, 3)","(7, 2, 4, 1, 3, 0, 8, 6, 5, 9)",G2558,G2559,G2556
G2558,15n53218,-13,0,"(0, 8, 7, 4, 6, 5, 3, 1, 2, 9)","(6, 5, 1, 9, 2, 0, 8, 4, 7, 3)",G2557,G2556,G2559
G2559,15n53218,-13,0,"(0, 8, 7, 5, 6, 3, 4, 2, 9, 1)","(6, 4, 2, 9, 1, 8, 0, 5, 3, 7)",G2556,G2557,G2558
G2560,m15n53218,3,0,"(0, 3, 2, 4, 5, 7, 8, 6, 9, 1)","(5, 8, 6, 9, 1, 3, 4, 0, 2, 7)",G2562,G2563,G2561
G2561,m15n53218,3,0,"(0, 2, 4, 3, 6, 5, 7, 8, 1, 9)","(5, 7, 1, 8, 2, 9, 0, 4, 6, 3)",G2563,G2562,G2560
G2562,m15n53218,3,0,"(0, 2, 4, 5, 3, 6, 7, 9, 8, 1)","(3, 7, 9, 1, 8, 0, 4, 5, 2, 6)",G2560,G2561,G2563
G2563,m15n53218,3,0,"(0, 3, 2, 4, 7, 5, 6, 8, 9, 1)","(5, 8, 6, 1, 3, 9, 0, 2, 4, 7)",G2561,G2560,G2562
G2564,15n56079,-13,-2,"(0, 7, 8, 6, 2, 5, 4, 3, 1, 9)","(4, 1, 3, 9, 7, 0, 8, 6, 5, 2)",--,--,G2564
G2565,15n56079,-13,2,"(0, 3, 9, 7, 8, 5, 6, 4, 2, 1)","(5, 8, 6, 2, 4, 1, 3, 0, 9, 7)",--,--,G2565
G2566,m15n56079,3,0,"(0, 8, 1, 9, 3, 5, 2, 4, 6, 7)","(3, 2, 5, 4, 6, 0, 7, 8, 9, 1)",G2569,G2568,G2567
G2567,m15n56079,3,0,"(0, 2, 4, 5, 6, 3, 7, 9, 8, 1)","(3, 6, 7, 9, 1, 8, 0, 4, 2, 5)",G2568,G2569,G2566
G2568,m15n56079,3,0,"(0, 3, 1, 4, 5, 7, 9, 6, 8, 2)","(6, 9, 8, 0, 2, 3, 4, 1, 5, 7)",G2567,G2566,G2569
G2569,m15n56079,3,0,"(0, 2, 1, 4, 3, 5, 9, 6, 7, 8)","(6, 9, 7, 0, 8, 2, 4, 1, 3, 5)",G2566,G2567,G2568
G2570,15n49058,-13,0,"(0, 9, 1, 8, 6, 7, 5, 3, 4, 2)","(5, 3, 7, 4, 0, 2, 9, 8, 1, 6)",G2571,G2571,G2570
G2571,15n49058,-13,0,"(0, 9, 7, 5, 6, 4, 2, 3, 1, 8)","(6, 4, 3, 8, 1, 0, 7, 9, 5, 2)",G2570,G2570,G2571
G2572,m15n49058,3,0,"(0, 2, 4, 3, 5, 7, 6, 8, 1, 9)","(5, 6, 1, 8, 9, 2, 0, 4, 7, 3)",G2572,G2573,G2573
G2573,m15n49058,3,0,"(0, 3, 5, 4, 6, 8, 7, 9, 1, 2)","(4, 7, 1, 9, 2, 3, 0, 5, 6, 8)",G2573,G2572,G2572
G2574,15n130933,-1,0,"(0, 2, 4, 5, 7, 9, 6, 8, 1, 3)","(5, 6, 8, 1, 3, 4, 0, 2, 7, 9)",G2575,G2574,G2575
G2575,15n130933,-1,0,"(0, 8, 3, 1, 4, 2, 5, 6, 9, 7)","(5, 2, 9, 6, 0, 7, 8, 3, 4, 1)",G2574,G2575,G2574
G2576,m15n130933,-9,0,"(0, 9, 6, 8, 5, 7, 2, 4, 1, 3)","(7, 2, 1, 4, 0, 3, 6, 9, 5, 8)",G2577,G2576,G2577
G2577,m15n130933,-9,0,"(0, 3, 1, 9, 8, 6, 4, 7, 5, 2)","(4, 8, 7, 5, 2, 0, 9, 3, 1, 6)",G2576,G2577,G2576
G2578,15n51709,-2,-1,"(0, 7, 9, 6, 8, 2, 1, 4, 3, 5)","(4, 1, 3, 0, 5, 7, 6, 9, 8, 2)",--,--,G2578
G2579,15n51709,-2,1,"(0, 8, 1, 9, 3, 5, 4, 7, 6, 2)","(5, 4, 7, 6, 8, 2, 0, 3, 1, 9)",--,--,G2579
G2580,m15n51709,-8,-1,"(0, 1, 8, 9, 7, 2, 5, 3, 6, 4)","(5, 6, 3, 4, 0, 8, 1, 9, 2, 7)",--,--,G2580
G2581,m15n51709,-8,1,"(0, 4, 5, 2, 3, 1, 7, 9, 6, 8)","(7, 9, 1, 8, 0, 6, 4, 5, 2, 3)",--,--,G2581
G2582,m15n45482,-1,0,"(0, 3, 1, 4, 2, 5, 7, 9, 6, 8)","(7, 9, 5, 8, 6, 0, 3, 4, 1, 2)",G2583,G2583,G2582
G2583,m15n45482,-1,0,"(0, 1, 6, 8, 4, 7, 5, 9, 2, 3)","(5, 7, 9, 2, 0, 3, 1, 4, 6, 8)",G2582,G2582,G2583
G2584,15n45482,-9,0,"(0, 3, 1, 9, 6, 8, 5, 7, 4, 2)","(5, 8, 7, 2, 0, 4, 1, 3, 9, 6)",G2584,G2585,G2585
G2585,15n45482,-9,0,"(0, 3, 1, 9, 6, 8, 5, 7, 4, 2)","(5, 8, 7, 4, 0, 2, 9, 3, 1, 6)",G2585,G2584,G2584
G2590,m8a1,-3,0,"(0, 6, 4, 8, 7, 2, 1, 3, 5, 9)","(8, 9, 7, 6, 3, 5, 4, 0, 1, 2)",?,?,G2590
G2591,m8a1,-3,0,"(0, 1, 8, 9, 6, 7, 5, 4, 2, 3)","(2, 9, 0, 7, 8, 4, 3, 6, 5, 1)",G2591,G2591,G2591
G2592,m8a1,-3,0,"(0, 8, 1, 9, 4, 2, 5, 3, 7, 6)","(5, 2, 7, 3, 0, 6, 1, 8, 9, 4)",?,G2592,?
G2593,8a1,-7,0,"(0, 9, 2, 1, 4, 3, 7, 8, 5, 6)","(8, 1, 0, 3, 2, 5, 4, 6, 7, 9)",?,G2593,?
G2598,14n16364,-19,-2,"(0, 9, 7, 6, 4, 5, 3, 2, 1, 8)","(3, 2, 1, 0, 8, 9, 7, 6, 4, 5)",--,--,G2598
G2599,14n16364,-19,2,"(0, 9, 7, 8, 6, 5, 3, 2, 4, 1)","(6, 5, 3, 4, 2, 1, 0, 9, 7, 8)",--,--,G2599
G2600,m14n16364,9,0,"(0, 1, 3, 4, 6, 5, 7, 8, 9, 2)","(7, 8, 9, 0, 2, 1, 3, 4, 6, 5)",G2601,G2601,G2600
G2601,m14n16364,9,0,"(0, 1, 3, 4, 2, 5, 6, 8, 7, 9)","(4, 5, 6, 8, 7, 9, 0, 2, 1, 3)",G2600,G2600,G2601
G2602,15n41189,-14,-1,"(0, 6, 7, 9, 8, 5, 4, 2, 3, 1)","(4, 2, 3, 6, 1, 0, 9, 7, 8, 5)",--,--,G2602
G2603,15n41189,-14,1,"(0, 7, 6, 4, 5, 8, 3, 2, 1, 9)","(5, 3, 2, 8, 9, 1, 0, 7, 6, 4)",--,--,G2603
G2604,m15n41189,4,-1,"(0, 2, 3, 4, 9, 6, 5, 7, 8, 1)","(5, 7, 8, 1, 2, 0, 9, 3, 4, 6)",--,--,?
G2605,m15n41189,4,1,"(0, 1, 3, 2, 5, 6, 7, 9, 8, 4)","(6, 7, 9, 8, 0, 1, 4, 5, 3, 2)",--,--,?
G2606,11n104,-13,0,"(0, 9, 8, 6, 5, 7, 2, 4, 3, 1)","(7, 2, 4, 1, 0, 3, 6, 9, 8, 5)",?,G2606,?
G2607,m11n104,3,0,"(0, 8, 9, 2, 3, 1, 4, 5, 6, 7)","(5, 1, 4, 7, 0, 6, 8, 9, 2, 3)",?,G2607,?
G2608,11n138,-5,-2,"(0, 8, 1, 9, 3, 7, 6, 5, 2, 4)","(3, 2, 5, 4, 8, 0, 9, 7, 6, 1)",--,--,G2608
G2609,m11n138,-5,0,"(0, 5, 7, 8, 9, 3, 1, 4, 2, 6)","(4, 1, 2, 6, 7, 0, 8, 9, 5, 3)",G2611,G2611,G2609
G2610,11n138,-5,0,"(0, 2, 9, 5, 4, 3, 7, 6, 8, 1)","(3, 6, 4, 1, 0, 8, 2, 9, 5, 7)",?,G2612,G2612
G2611,m11n138,-5,0,"(0, 2, 8, 1, 5, 3, 6, 7, 9, 4)","(5, 6, 3, 4, 2, 7, 9, 0, 1, 8)",G2609,G2609,G2611
G2612,11n138,-5,0,"(0, 9, 8, 2, 1, 3, 7, 5, 4, 6)","(5, 7, 3, 6, 4, 0, 2, 9, 8, 1)",?,G2610,G2610
G2613,11n138,-5,2,"(0, 3, 2, 8, 7, 4, 6, 5, 9, 1)","(4, 9, 7, 6, 5, 1, 3, 0, 2, 8)",--,--,G2613
G2614,10n10,-11,-2,"(0, 9, 2, 3, 1, 6, 8, 7, 5, 4)","(5, 1, 0, 7, 4, 2, 3, 9, 8, 6)",--,--,G2616
G2615,10n10,-11,-2,"(0, 9, 4, 3, 8, 2, 1, 7, 5, 6)","(7, 1, 0, 5, 4, 6, 3, 2, 8, 9)",--,--,G2617
G2616,10n10,-11,-2,"(0, 7, 6, 2, 1, 9, 8, 4, 5, 3)","(4, 5, 8, 7, 3, 2, 0, 9, 1, 6)",--,--,G2614
G2617,10n10,-11,-2,"(0, 8, 9, 5, 4, 1, 3, 2, 7, 6)","(7, 1, 2, 0, 6, 5, 9, 4, 3, 8)",--,--,G2615
G2618,10n10,-11,-2,"(0, 9, 5, 8, 4, 1, 3, 2, 7, 6)","(7, 1, 0, 2, 9, 5, 6, 4, 3, 8)",--,--,G2618
G2619,10n10,-11,0,"(0, 8, 9, 5, 7, 6, 2, 4, 3, 1)","(6, 2, 4, 1, 3, 8, 7, 0, 5, 9)",G2621,G2623,G2626
G2620,10n10,-11,0,"(0, 3, 1, 7, 6, 9, 8, 4, 5, 2)","(6, 8, 4, 5, 2, 3, 0, 9, 1, 7)",G2622,G2624,G2625
G2621,10n10,-11,0,"(0, 8, 9, 6, 5, 7, 3, 2, 4, 1)","(3, 1, 5, 4, 0, 2, 8, 6, 9, 7)",G2619,G2626,G2623
G2622,10n10,-11,0,"(0, 9, 1, 7, 8, 5, 6, 3, 2, 4)","(5, 3, 6, 4, 0, 9, 2, 1, 7, 8)",G2620,G2625,G2624
G2623,10n10,-11,0,"(0, 8, 7, 5, 4, 6, 2, 1, 3, 9)","(6, 2, 9, 3, 8, 1, 0, 5, 7, 4)",G2626,G2619,G2621
G2624,10n10,-11,0,"(0, 9, 1, 7, 8, 5, 6, 3, 2, 4)","(8, 3, 5, 2, 4, 0, 1, 7, 6, 9)",G2625,G2620,G2622
G2625,10n10,-11,0,"(0, 9, 2, 1, 6, 8, 5, 7, 3, 4)","(6, 5, 7, 3, 2, 4, 0, 1, 8, 9)",G2624,G2622,G2620
G2626,10n10,-11,0,"(0, 9, 5, 7, 6, 3, 4, 2, 1, 8)","(6, 4, 0, 2, 8, 7, 1, 9, 5, 3)",G2623,G2621,G2619
G2627,10n10,-11,2,"(0, 8, 2, 7, 6, 9, 4, 5, 3, 1)","(7, 4, 6, 5, 1, 3, 0, 2, 8, 9)",--,--,G2629
G2628,10n10,-11,2,"(0, 9, 3, 2, 4, 1, 7, 8, 6, 5)","(8, 2, 1, 7, 0, 6, 3, 5, 4, 9)",--,--,G2628
G2629,10n10,-11,2,"(0, 4, 9, 8, 1, 7, 5, 6, 3, 2)","(7, 8, 5, 3, 6, 4, 0, 2, 1, 9)",--,--,G2627
G2630,m10n10,1,0,"(0, 7, 9, 3, 4, 1, 2, 6, 5, 8)","(4, 2, 6, 5, 8, 7, 0, 1, 9, 3)",G2632,G2631,G2635
G2631,m10n10,1,0,"(0, 9, 3, 1, 2, 6, 4, 5, 8, 7)","(6, 4, 7, 5, 0, 1, 8, 9, 3, 2)",G2635,G2630,G2632
G2632,m10n10,1,0,"(0, 9, 2, 3, 1, 5, 6, 4, 8, 7)","(6, 3, 4, 8, 7, 0, 2, 9, 1, 5)",G2630,G2635,G2631
G2633,m10n10,1,0,"(0, 1, 5, 2, 3, 4, 9, 6, 8, 7)","(6, 9, 0, 7, 8, 1, 3, 2, 5, 4)",G2634,G2634,G2633
G2634,m10n10,1,0,"(0, 2, 1, 9, 3, 4, 6, 7, 8, 5)","(3, 6, 7, 4, 5, 8, 0, 9, 2, 1)",G2633,G2633,G2634
G2635,m10n10,1,0,"(0, 9, 3, 1, 4, 2, 7, 8, 5, 6)","(5, 4, 7, 6, 0, 8, 9, 3, 1, 2)",G2631,G2632,G2630
G2636,m10n10,1,0,"(0, 9, 4, 5, 7, 1, 2, 3, 6, 8)","(7, 5, 6, 8, 3, 4, 0, 1, 9, 2)",G2637,?,?
G2637,m10n10,1,0,"(0, 1, 3, 8, 9, 5, 6, 4, 7, 2)","(4, 9, 0, 2, 6, 7, 8, 1, 3, 5)",G2636,?,?
G2638,8a8,-4,-1,"(0, 8, 7, 6, 1, 9, 3, 4, 2, 5)","(3, 2, 9, 8, 7, 4, 5, 6, 0, 1)",--,--,?
G2639,8a8,-4,-1,"(0, 7, 6, 2, 5, 8, 1, 3, 4, 9)","(3, 1, 8, 7, 9, 4, 6, 5, 0, 2)",--,--,?
G2640,8a8,-4,-1,"(0, 9, 8, 6, 7, 3, 4, 5, 1, 2)","(7, 1, 0, 9, 4, 5, 6, 2, 3, 8)",--,--,G2640
G2641,8a8,-4,-1,"(0, 1, 7, 8, 6, 5, 2, 4, 3, 9)","(2, 8, 9, 4, 3, 7, 6, 0, 5, 1)",--,--,G2641
G2642,8a8,-4,-1,"(0, 9, 6, 8, 1, 5, 2, 3, 4, 7)","(5, 1, 0, 4, 7, 9, 6, 8, 2, 3)",--,--,?
G2643,8a8,-4,1,"(0, 9, 3, 6, 8, 5, 7, 1, 2, 4)","(8, 5, 7, 0, 4, 1, 2, 3, 6, 9)",--,--,?
G2644,8a8,-4,1,"(0, 9, 4, 6, 7, 5, 2, 1, 3, 8)","(5, 7, 8, 3, 4, 1, 0, 6, 9, 2)",--,--,?
G2645,8a8,-4,1,"(0, 9, 8, 5, 6, 7, 1, 2, 4, 3)","(8, 7, 2, 0, 4, 5, 3, 6, 1, 9)",--,--,?
G2646,8a8,-4,1,"(0, 6, 7, 8, 4, 3, 5, 2, 1, 9)","(8, 9, 5, 6, 2, 7, 1, 0, 4, 3)",--,--,G2646
G2647,8a8,-4,1,"(0, 9, 8, 6, 7, 3, 4, 5, 1, 2)","(8, 7, 1, 0, 4, 5, 6, 2, 3, 9)",--,--,G2647
G2648,m8a8,-6,-1,"(0, 3, 2, 9, 1, 5, 6, 8, 4, 7)","(5, 8, 4, 3, 6, 7, 2, 0, 9, 1)",--,--,?
G2649,m8a8,-6,-1,"(0, 4, 5, 2, 1, 8, 6, 9, 7, 3)","(5, 6, 9, 7, 3, 4, 0, 2, 1, 8)",--,--,?
G2650,m8a8,-6,-1,"(0, 2, 9, 1, 4, 5, 8, 7, 3, 6)","(4, 7, 3, 5, 6, 2, 0, 9, 8, 1)",--,--,?
G2651,m8a8,-6,1,"(0, 5, 9, 2, 8, 7, 3, 4, 6, 1)","(2, 1, 3, 7, 6, 4, 5, 9, 0, 8)",--,--,?
G2652,m8a8,-6,1,"(0, 6, 7, 3, 5, 4, 1, 8, 9, 2)","(5, 4, 1, 9, 2, 0, 6, 3, 7, 8)",--,--,?
G2653,m8a8,-6,1,"(0, 7, 3, 1, 4, 5, 2, 9, 8, 6)","(3, 2, 9, 5, 6, 0, 8, 7, 4, 1)",--,--,?
G2654,11n141,-3,0,"(0, 9, 1, 3, 2, 5, 4, 6, 8, 7)","(8, 2, 4, 0, 6, 1, 7, 3, 5, 9)",?,G2654,?
G2655,m11n141,-7,0,"(0, 7, 6, 8, 9, 5, 3, 4, 1, 2)","(3, 1, 9, 4, 7, 2, 6, 0, 5, 8)",?,?,G2655
G2656,m11n141,-7,0,"(0, 7, 8, 6, 4, 5, 2, 3, 1, 9)","(6, 1, 5, 9, 7, 3, 4, 0, 8, 2)",G2656,G2656,G2656
G2657,13n4024,-11,-2,"(0, 7, 6, 4, 3, 2, 5, 9, 8, 1)","(2, 1, 9, 8, 7, 6, 0, 4, 3, 5)",--,--,G2657
G2658,13n4024,-11,0,"(0, 4, 3, 9, 7, 6, 5, 8, 2, 1)","(6, 8, 5, 4, 2, 1, 0, 3, 9, 7)",G2660,G2659,G2661
